index,hub,latitude,longitude
873,18052,29.75463,-95.20485
874,18053,33.64702,-96.9063
875,18054,30.73512,-96.44681
876,18055,31.07117,-98.17581
877,18056,30.66658,-96.37328
878,18057,30.6738,-96.4852
879,18058,30.6158,-96.3492
880,18059,30.6075,-96.3413
881,18060,31.09671,-97.35144
882,18061,31.09433,-97.35693
883,18062,31.12274,-97.35005
884,18063,31.52763,-97.1561
885,18064,31.46204,-97.19707
886,18065,31.56123,-97.12102
887,18066,31.67245,-97.09615
888,18067,31.52728,-97.1568
889,18068,31.59071,-97.09277
890,18069,31.57928,-97.09595
891,18070,31.60144,-97.0929
892,18071,31.57361,-97.10654
893,18072,31.6155,-97.1124
894,18073,27.44849,-99.08914
895,18074,36.43269,-100.14598
896,18075,36.11974,-100.02106
897,18076,34.28151,-101.89649
898,18077,36.03797,-101.63943
899,18078,31.59158,-106.22768
900,18079,33.86985,-98.57215
901,18080,31.96255,-106.60363
902,18081,29.04439,-96.50967
903,18082,28.97925,-96.64108
904,18083,28.85027,-96.89234
905,18084,29.497,-95.9188
906,18085,29.53234,-96.06293
907,18086,30.33831,-93.92478
908,18087,30.35135,-94.06419
909,18088,30.21445,-93.84007
910,18089,30.2136,-93.74864
911,18090,32.81094,-97.08949
912,18091,32.74529,-96.98903
913,18092,29.63816,-95.05876
914,18093,29.64308,-95.09027
915,18094,32.47965,-94.06054
916,18095,32.55139,-94.3651
917,18096,32.51007,-94.5038
918,18097,32.55655,-94.36709
919,18098,32.5501,-94.38693
920,18099,32.28749,-94.47372
921,18100,32.25707,-94.56396
922,18101,33.2513,-94.0611
923,18102,33.26196,-94.07443
924,18103,32.4649,-94.48831
925,18104,32.98097,-97.35305
926,18105,33.02517,-97.35172
927,18106,32.76541,-94.34803
928,18107,32.76563,-94.35704
929,18108,26.0102,-97.48453
930,18109,26.00649,-97.4887
931,18110,25.99707,-97.52572
932,18111,25.99876,-97.52959
933,18112,25.99347,-97.52842
934,18113,26.00637,-97.48147
935,18114,25.95906,-97.41645
936,18115,25.95545,-97.41599
937,18116,25.9512,-97.40765
938,18118,25.95367,-97.38486
939,18119,26.19318,-97.69847
940,18120,26.19402,-97.70357
941,18121,26.1584,-97.98373
942,18122,26.10612,-97.47672
943,18123,26.31048,-98.15205
944,18124,27.94726,-97.58338
945,18125,27.94732,-97.58106
946,18126,27.94949,-97.58135
947,18127,28.03355,-97.50889
948,18128,28.0341,-97.50544
949,18129,28.8436,-96.5007
950,18130,28.82818,-96.50429
951,18131,28.90105,-96.01466
952,18132,29.06485,-95.75408
953,18133,29.40045,-95.17245
954,18134,29.34647,-94.93911
955,18135,29.34985,-94.93965
956,18136,28.707,-98.47408
957,18137,29.38242,-98.55174
958,18138,29.33107,-98.59671
959,18139,29.35383,-98.57558
960,18140,29.33427,-98.59327
961,18141,29.32761,-98.6142
962,18143,33.46695,-96.91953
963,18144,36.0235,-101.99805
964,18145,33.15886,-94.96648
965,18146,33.18728,-95.22281
966,18147,29.62834,-95.30368
967,18148,29.64152,-95.31046
968,18149,29.59684,-95.29708
969,18150,29.63742,-95.29039
970,18151,29.65334,-95.29005
971,18152,29.47923,-95.61931
972,18153,30.02524,-94.08586
973,18154,30.05928,-94.08611
974,18155,30.06121,-94.07059
975,18156,32.01956,-95.20667
976,18157,32.22652,-95.22215
977,18158,32.29243,-95.24608
978,18159,32.36798,-95.27968
979,18160,32.34552,-96.63849
980,18161,29.8438,-93.95599
981,18162,29.97333,-93.94466
982,18163,29.94654,-93.9492
983,18164,29.94069,-93.89079
984,18165,30.07984,-94.09366
985,18166,30.08186,-94.09372
986,18167,30.09043,-94.0996
987,18168,30.07593,-94.11103
988,18169,30.07509,-94.10262
989,18170,30.07904,-94.11438
990,18171,30.07759,-94.11144
991,18172,30.07411,-94.14191
992,18173,30.07623,-94.09234
993,18174,30.07329,-94.10011
994,18175,28.89378,-99.09594
995,18176,35.6915,-100.63946
996,18177,35.52433,-100.98227
997,18179,31.44623,-96.20733
998,18180,30.09727,-93.88747
999,18181,30.02932,-93.87887
1000,18182,32.70984,-97.41179
1001,18183,32.74279,-97.43925
1002,18184,30.04277,-95.40767
1003,18185,30.07469,-95.41563
1004,18186,30.08121,-95.42003
1005,18187,30.08359,-95.41779
1006,18188,29.81694,-95.35127
1007,18189,29.16742,-100.40091
1008,18190,29.38314,-100.75343
1009,18191,29.67575,-101.16003
1010,18192,30.18831,-103.99602
1011,18193,27.80742,-97.41052
1012,18194,27.8101,-97.39635
1013,18195,27.80341,-97.40167
1014,18196,27.80456,-97.40879
1015,18197,27.81359,-97.45225
1016,18198,27.71924,-97.41973
1017,18199,27.81264,-97.45794
1018,18200,30.1427,-94.64517
1019,18201,30.04202,-94.66795
1020,18202,34.12311,-101.75606
1021,18203,28.67323,-99.16792
1022,18204,28.24096,-97.32991
1023,18205,30.08861,-93.77892
1024,18206,30.08953,-93.76308
1025,18207,30.08693,-93.76557
1026,18208,30.08547,-93.76819
1027,18209,30.08333,-93.77022
1028,18210,30.07162,-93.72179
1029,18211,30.57042,-97.40314
1030,18212,30.56192,-97.40422
1031,18213,30.56742,-97.40663
1032,18214,30.56573,-97.43552
1033,18215,30.56713,-97.40815
1034,18216,33.41816,-94.05232
1035,18217,33.4204,-94.05231
1036,18218,33.43049,-94.05633
1037,18219,33.41719,-94.05088
1038,18220,33.41726,-94.0484
1039,18221,33.42177,-94.30105
1040,18222,33.33115,-94.35028
1041,18223,33.02815,-94.84613
1042,18224,32.99792,-94.63246
1043,18225,32.77733,-96.73099
1044,18226,32.84325,-96.86307
1045,18227,32.49481,-94.72388
1046,18228,32.5094,-94.59272
1047,18229,33.01008,-96.54613
1048,18230,33.00568,-96.54971
1049,18231,32.95664,-96.90973
1050,18232,32.95582,-96.90708
1051,18233,32.95814,-96.90393
1052,18234,32.95712,-96.90595
1053,18235,32.81318,-96.86607
1054,18236,32.77719,-96.65342
1055,18237,32.74687,-96.46954
1056,18238,32.69778,-95.88497
1057,18239,27.69994,-99.45395
1058,18240,27.87115,-99.40086
1059,18241,32.84548,-94.29259
1060,18242,32.6707,-94.3424
1061,18243,33.32726,-94.0571
1062,18244,31.29656,-97.25051
1063,18245,32.08218,-98.33839
1064,18246,31.65301,-97.47064
1065,18247,30.26664,-97.75315
1066,18248,30.47657,-97.73396
1067,18249,28.87061,-96.01176
1068,18250,31.81214,-106.42101
1069,18251,31.82795,-106.42326
1070,18252,36.33314,-102.07645
1071,18253,35.62429,-101.97323
1072,18254,36.06675,-102.52111
1073,18255,36.0648,-102.52139
1074,18256,36.06616,-102.52341
1075,18257,35.72041,-102.94339
1076,18258,35.27869,-101.74192
1077,18259,35.54869,-100.80519
1078,18260,34.31081,-99.73056
1079,18261,34.09294,-99.16167
1080,18262,32.29989,-97.78722
1081,18263,32.78317,-94.33558
1082,18264,30.94345,-104.89912
1083,18265,29.94923,-101.74408
1084,18266,31.18931,-101.45918
1085,18267,29.32168,-98.64364
1086,18268,29.31985,-98.64781
1087,18269,29.32775,-98.67473
1088,18270,29.31906,-98.64472
1089,18271,29.30124,-98.63178
1090,18272,29.29404,-98.63855
1091,18273,29.30092,-98.63632
1092,18274,32.60457,-96.69373
1093,18275,32.63413,-96.70567
1094,18276,32.69589,-96.73917
1095,18277,32.71684,-96.75123
1096,18278,32.5184,-96.97805
1097,18279,32.4844,-96.98452
1098,18280,32.48845,-96.99251
1099,18281,32.43388,-97.10541
1100,18282,31.84847,-96.44676
1101,18283,31.80962,-96.33248
1102,18284,31.78823,-96.32171
1103,18285,31.77847,-96.13674
1104,18286,31.52048,-96.53385
1105,18287,31.42123,-96.24573
1106,18288,31.46407,-96.05569
1107,18289,31.74332,-95.62217
1108,18290,31.75697,-95.63482
1109,18291,31.85843,-95.50178
1110,18292,31.82307,-95.54604
1111,18293,31.94871,-95.31782
1112,18294,32.73281,-96.27324
1113,18295,32.40608,-98.81627
1114,18296,30.42921,-95.47911
1115,18297,30.31462,-95.37609
1116,18298,33.13988,-96.11228
1117,18299,33.13184,-96.15111
1118,18300,32.06926,-97.51047
1119,18301,31.12412,-97.78027
1120,18302,31.12241,-97.87185
1121,18303,31.12247,-97.89691
1122,18304,31.12327,-97.86805
1123,18305,29.90292,-96.7614
1124,18306,29.90559,-96.74908
1125,18307,29.95393,-97.03159
1126,18308,29.96124,-97.0374
1127,18309,32.56744,-94.36564
1128,18310,28.4356,-99.23313
1129,18311,29.38153,-98.54155
1130,18312,29.40494,-98.51806
1131,18313,29.40779,-98.5103
1132,18314,29.76423,-95.31434
1133,18315,29.76551,-95.31237
1134,18316,29.73909,-95.31086
1135,18317,32.85113,-96.67936
1136,18318,29.68684,-97.11797
1137,18319,29.68407,-97.11722
1138,18320,29.68899,-97.11361
1139,18321,29.95487,-97.04114
1140,18322,29.62673,-98.26461
1141,18323,29.62626,-98.27403
1142,18324,34.62399,-101.81609
1143,18325,30.31007,-95.33875
1144,18326,30.65574,-96.99726
1145,18327,30.99861,-94.82734
1146,18328,29.59747,-95.72596
1147,18329,29.56034,-95.81001
1148,18330,29.55951,-95.81671
1149,18331,29.55741,-95.83862
1150,18332,29.55769,-95.8371
1151,18333,29.96848,-94.21809
1152,18334,32.53389,-94.9432
1153,18335,31.45797,-103.39169
1154,18336,31.8239,-102.33039
1155,18337,31.87356,-102.30994
1156,18338,31.88293,-102.29183
1157,18339,31.75168,-102.54562
1158,18340,31.77557,-106.46104
1159,18341,31.77361,-106.46894
1160,18342,31.77423,-106.47137
1161,18343,31.76582,-106.50858
1162,18344,31.78312,-106.51985
1163,18345,31.752,-106.49041
1164,18346,31.75655,-106.49833
1165,18347,31.75891,-106.5019
1166,18348,31.75072,-106.47335
1167,18349,31.75848,-106.47878
1168,18350,31.75746,-106.39269
1169,18351,31.77302,-106.39423
1170,18352,31.76336,-106.4001
1171,18353,27.84238,-97.52479
1172,18354,27.84545,-97.52456
1173,18355,27.82125,-97.45407
1174,18356,27.81814,-97.46083
1175,18357,27.82181,-97.4737
1176,18358,27.82416,-97.47507
1177,18359,27.80996,-97.45609
1178,18360,30.34646,-95.08607
1179,18361,30.35003,-95.08026
1180,18362,30.38452,-96.08796
1181,18363,30.38305,-96.08711
1182,18364,30.3658,-96.07989
1183,18365,30.9167,-96.11001
1184,18366,32.95651,-96.83523
1185,18367,32.95539,-96.83065
1186,18368,32.94252,-96.82606
1187,18369,32.9085,-96.67714
1188,18370,32.87431,-96.67412
1189,18371,32.88821,-96.67191
1190,18372,32.91567,-96.63308
1191,18373,32.91666,-96.63116
1192,18374,29.85795,-93.97033
1193,18375,29.85844,-93.97447
1194,18376,29.83511,-93.95714
1195,18377,29.82918,-93.96587
1196,18378,29.84725,-93.95402
1197,18379,29.86143,-93.94091
1198,18380,29.87151,-93.94454
1199,18381,29.86244,-93.93845
1200,18382,29.88847,-93.94402
1201,18383,29.87716,-93.95484
1202,18384,29.94858,-93.94878
1203,18385,29.96102,-93.93703
1204,18386,29.94597,-93.95322
1205,18387,30.0064,-93.97641
1206,18388,29.9799,-93.94376
1207,18389,29.98405,-93.94595
1208,18390,29.93326,-93.88236
1209,18391,30.05808,-94.03475
1210,18392,30.061,-94.07288
1211,18393,30.06259,-94.0754
1212,18394,30.06018,-94.07816
1213,18395,30.06595,-94.07551
1214,18396,30.07246,-94.07689
1215,18397,30.0749,-94.08386
1216,18398,30.09152,-94.07138
1217,18399,30.0789,-94.07322
1218,18400,30.34854,-94.17411
1219,18401,30.37006,-94.17137
1220,18402,30.35898,-94.2012
1221,18403,32.8378,-94.51069
1222,18404,27.66168,-99.47209
1223,18405,27.55914,-99.50686
1224,18406,27.5004,-99.51596
1225,18407,27.53136,-99.51508
1226,18408,27.51057,-99.5167
1227,18409,29.12164,-98.49217
1228,18410,29.27553,-98.49963
1229,18411,29.34293,-98.52795
1230,18413,29.2673,-98.50842
1231,18414,29.28232,-98.36352
1232,18415,29.256,-98.38172
1233,18416,29.30562,-98.32802
1234,18417,29.24896,-98.32483
1235,18418,34.61747,-102.74819
1236,18419,34.38994,-103.03565
1237,18420,34.61638,-102.7498
1238,18421,33.87977,-98.40649
1239,18422,33.90538,-98.47244
1240,18423,33.90949,-98.48239
1241,18424,33.91214,-98.48601
1242,18425,33.9147,-98.48902
1243,18426,33.90641,-98.47502
1244,18427,33.90865,-98.48065
1245,18428,33.90045,-98.48597
1246,18429,33.93356,-98.50429
1247,18430,34.0935,-98.57294
1248,18431,35.3973,-102.06297
1249,18432,30.08133,-102.8244
1250,18433,27.59908,-98.40796
1251,18434,26.27428,-97.87001
1252,18435,28.52491,-99.23357
1253,18436,34.17579,-101.62241
1254,18437,34.18851,-101.6748
1255,18438,34.18734,-101.67973
1256,18439,34.22214,-101.75955
1257,18440,34.19147,-101.68965
1258,18441,34.9826,-101.94973
1259,18442,34.97939,-101.94673
1260,18443,33.60113,-101.85481
1261,18444,33.62783,-101.91106
1262,18445,33.63916,-101.93155
1263,18446,33.5721,-102.02122
1264,18447,33.57036,-102.01474
1265,18448,33.55594,-101.9611
1266,18449,33.57522,-102.01692
1267,18450,33.54138,-101.95941
1268,18451,33.50696,-102.01562
1269,18452,33.58979,-101.84347
1270,18453,33.56309,-101.80216
1271,18454,33.6071,-101.83481
1272,18455,32.5044,-100.39746
1273,18456,32.78821,-97.33837
1274,18457,32.79046,-97.339
1275,18458,32.78153,-97.33417
1276,18459,32.81304,-97.30833
1277,18460,32.80594,-97.32575
1278,18461,32.80717,-97.31672
1279,18462,29.72912,-95.27961
1280,18463,29.75564,-95.20341
1281,18464,29.75671,-95.20246
1282,18465,29.74669,-95.19168
1283,18466,29.7456,-95.29358
1284,18467,29.76042,-95.30108
1285,18468,29.75688,-95.2944
1286,18469,29.74251,-95.29092
1287,18470,28.8812,-95.94284
1288,18471,28.98824,-95.36774
1289,18472,28.99027,-95.37999
1290,18473,28.9982,-95.39902
1291,18474,28.99247,-95.37134
1292,18475,28.9991,-95.39126
1293,18476,28.99367,-95.37236
1294,18477,28.9945,-95.37306
1295,18478,28.98006,-95.33944
1296,18479,29.00142,-95.37896
1297,18480,29.00232,-95.37972
1298,18481,29.019,-95.39393
1299,18482,29.15491,-95.43254
1300,18483,29.15578,-95.43554
1301,18484,29.14451,-95.4529
1302,18485,29.32143,-95.24947
1303,18486,29.32043,-95.25427
